prev_current_center_x,prev_current_center_y,prev_angle,prev_phase_value_x,prev_phase_value_y,prev_phase_value_z,prev_amplitude_value_x,prev_amplitude_value_y,prev_amplitude_value_z,movement_category,movement_purity,delta_prev_current_center_x,delta_prev_current_center_y,delta_angle,normalized_causing_action
0.27,0.376,250.34617594194668,0.0,0.0,0.0,0.0,0.0,1.0,Stop,0.0,0.0,-0.0020000000000000018,0.0,0.3636363636363636
0.27,0.376,250.34617594194668,0.0,0.0,0.0,0.0,0.0,1.0,Stop,0.0,0.0,0.0,0.0,0.4545454545454545
0.271,0.375,251.565051177078,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0010000000000000009,-0.0010000000000000009,1.2188752351313212,0.4545454545454545
0.271,0.374,252.18111108547723,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,-0.0010000000000000009,0.6160599083992224,0.3636363636363636
0.272,0.373,249.67686317033707,0.0,0.0,0.0,0.0,0.0,1.0,Stop,0.0,0.0010000000000000009,-0.0010000000000000009,-2.504247915140155,0.8181818181818182
0.271,0.374,248.55226367289464,0.0,0.0,0.0,0.0,1.0,1.0,Stop,0.0,-0.0010000000000000009,0.0010000000000000009,-1.124599497442432,0.4545454545454545
0.272,0.383,258.3106308245608,0.0,0.0,1.0,0.0,1.0,1.0,Clockwise,0.7495881031324376,0.0010000000000000009,0.009000000000000008,9.758367151666164,0.8181818181818182
0.274,0.396,248.96248897457815,0.0,0.0,1.0,0.0,1.0,1.0,Right & Anti-Clockwise,1.0,0.0020000000000000018,0.013000000000000012,-9.348141849982653,0.7272727272727273
0.271,0.38,243.434948822922,0.0,0.0,1.0,0.0,0.0,1.0,Left & Anti-Clockwise,1.0,-0.0030000000000000027,-0.016000000000000014,-5.527540151656154,0.1818181818181818
0.27,0.375,237.3807569288072,0.0,0.0,1.0,0.0,0.0,1.0,Anti-Clockwise,0.7673403673082653,-0.0010000000000000009,-0.0050000000000000044,-6.054191894114808,0.0
0.27,0.374,238.3924977537511,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,-0.0010000000000000009,1.0117408249438995,0.7272727272727273
0.27,0.373,237.3807569288072,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,-0.0010000000000000009,-1.0117408249438995,0.0
0.269,0.373,235.7842978675626,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,-0.0010000000000000009,0.0,-1.5964590612445875,0.2727272727272727
0.27,0.371,237.3807569288072,0.0,1.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0010000000000000009,-0.0020000000000000018,1.5964590612445875,0.8181818181818182
0.269,0.371,235.7842978675626,0.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,-0.0010000000000000009,0.0,-1.5964590612445875,0.7272727272727273
0.276,0.378,227.72631099390625,0.0,1.0,1.0,0.0,0.0,1.0,Anti-Clockwise,0.6933507177593144,0.007000000000000006,0.007000000000000006,-8.057986873656347,0.2727272727272727
0.278,0.381,234.24611274556324,0.0,1.0,1.0,0.0,0.0,1.0,Clockwise,0.83396883724786,0.0020000000000000018,0.0030000000000000027,6.519801751656985,0.4545454545454545
0.278,0.38,233.130102354156,0.0,1.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,-0.0010000000000000009,-1.1160103914072295,0.8181818181818182
0.278,0.379,231.95295746817396,0.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,0.0,-0.0010000000000000009,-1.1771448859820453,0.6363636363636364
0.28,0.384,227.72631099390625,0.0,1.0,1.0,1.0,1.0,1.0,Stop,0.0,0.0020000000000000018,0.0050000000000000044,-4.22664647426771,0.9090909090909092
0.291,0.396,218.0470425318261,0.0,1.0,1.0,1.0,1.0,0.0,Right & Anti-Clockwise,1.0,0.010999999999999954,0.01200000000000001,-9.67926846208016,0.0909090909090909
0.304,0.408,219.28940686250036,1.0,1.0,1.0,1.0,1.0,0.0,Forward,0.8367761562012875,0.013000000000000012,0.011999999999999955,1.2423643306742633,0.6363636363636364
0.303,0.409,225.0,1.0,1.0,1.0,1.0,1.0,0.0,Clockwise,0.9181445950340168,-0.0010000000000000009,0.0010000000000000009,5.710593137499643,0.8181818181818182
0.303,0.409,225.0,1.0,1.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.4545454545454545
0.305,0.408,223.60281897270363,1.0,1.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0020000000000000018,-0.0010000000000000009,-1.3971810272963694,0.5454545454545454
0.304,0.409,223.66778014613035,1.0,1.0,1.0,0.0,1.0,0.0,Stop,0.0,-0.0010000000000000009,0.0010000000000000009,0.06496117342672392,0.0
0.304,0.408,222.27368900609372,0.0,1.0,1.0,0.0,1.0,0.0,Stop,0.0,0.0,-0.0010000000000000009,-1.394091140036636,0.8181818181818182
0.305,0.409,225.0,0.0,1.0,1.0,0.0,1.0,0.0,Stop,0.0,0.0010000000000000009,0.0010000000000000009,2.7263109939062815,0.3636363636363636
0.305,0.408,223.60281897270363,0.0,1.0,0.0,0.0,1.0,0.0,Stop,0.0,0.0,-0.0010000000000000009,-1.3971810272963694,0.4545454545454545
0.305,0.409,225.0,0.0,1.0,1.0,0.0,1.0,0.0,Stop,0.0,0.0,0.0010000000000000009,1.3971810272963694,0.1818181818181818
0.305,0.409,225.0,0.0,0.0,1.0,0.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.0909090909090909
0.305,0.409,225.0,1.0,0.0,1.0,0.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.0909090909090909
0.305,0.409,225.0,1.0,0.0,1.0,0.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.3636363636363636
0.305,0.409,227.86240522611172,1.0,0.0,0.0,0.0,1.0,0.0,Stop,0.0,0.0,0.0,2.8624052261117185,0.7272727272727273
0.306,0.408,227.72631099390625,1.0,0.0,0.0,0.0,0.0,0.0,Stop,0.0,0.0010000000000000009,-0.0010000000000000009,-0.13609423220546546,0.4545454545454545
0.306,0.409,226.3971810272964,1.0,0.0,1.0,0.0,0.0,0.0,Stop,0.0,0.0,0.0010000000000000009,-1.3291299666098553,0.0
0.306,0.409,226.3971810272964,0.0,0.0,1.0,0.0,0.0,0.0,Stop,0.0,0.0,0.0,0.0,0.1818181818181818
0.306,0.409,226.3971810272964,0.0,0.0,1.0,0.0,0.0,0.0,Stop,0.0,0.0,0.0,0.0,1.0
0.306,0.409,226.3971810272964,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,0.0,0.0,0.8181818181818182
0.306,0.408,227.72631099390625,0.0,0.0,1.0,0.0,1.0,1.0,Stop,0.0,0.0,-0.0010000000000000009,1.3291299666098553,0.9090909090909092
0.301,0.403,225.0,0.0,0.0,1.0,0.0,1.0,0.0,Stop,0.0,-0.0050000000000000044,-0.004999999999999949,-2.726310993906253,0.7272727272727273
0.295,0.396,218.0470425318261,0.0,0.0,1.0,0.0,0.0,0.0,Anti-Clockwise,0.6768849188412762,-0.006000000000000005,-0.007000000000000006,-6.952957468173906,1.0
0.295,0.396,218.0470425318261,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,0.0,0.0,0.1818181818181818
0.295,0.396,218.0470425318261,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,0.0,0.0,1.0
0.295,0.394,218.0470425318261,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,-0.0020000000000000018,0.0,1.0
0.295,0.394,218.0470425318261,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,0.0,0.0,0.4545454545454545
0.295,0.394,218.0470425318261,0.0,0.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0,0.0,0.0,0.6363636363636364
0.294,0.393,215.3112134396332,0.0,0.0,1.0,1.0,0.0,1.0,Stop,0.0,-0.0010000000000000009,-0.0010000000000000009,-2.735829092192887,0.7272727272727273
0.303,0.397,214.2157021324374,0.0,0.0,1.0,1.0,0.0,1.0,Stop,0.0,0.009000000000000008,0.0040000000000000036,-1.0955113071958067,0.9090909090909092
0.325,0.413,225.0,0.0,0.0,1.0,1.0,0.0,0.0,Forward & Clockwise,1.0,0.02200000000000002,0.01599999999999996,10.7842978675626,0.1818181818181818
0.335,0.422,229.1849161251184,0.0,0.0,1.0,1.0,0.0,0.0,Forward,0.536462806333672,0.010000000000000009,0.009000000000000008,4.184916125118406,0.6363636363636364
0.335,0.422,229.1849161251184,0.0,0.0,1.0,1.0,0.0,0.0,Stop,0.0,0.0,0.0,0.0,0.8181818181818182
0.336,0.422,227.72631099390625,0.0,0.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0010000000000000009,0.0,-1.4586051312121526,0.6363636363636364
0.336,0.422,227.72631099390625,0.0,0.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.2727272727272727
0.335,0.423,230.4403320310055,0.0,1.0,1.0,1.0,1.0,0.0,Stop,0.0,-0.0010000000000000009,0.0010000000000000009,2.7140210370992577,1.0
0.337,0.421,225.0,0.0,1.0,1.0,1.0,1.0,1.0,Anti-Clockwise,0.8423436724059091,0.0020000000000000018,-0.0020000000000000018,-5.440332031005511,0.0909090909090909
0.352,0.428,211.60750224624888,1.0,1.0,1.0,1.0,1.0,1.0,Forward & Anti-Clockwise,1.0,0.014999999999999958,0.007000000000000006,-13.392497753751115,1.0
0.354,0.432,216.869897645844,1.0,1.0,1.0,1.0,1.0,1.0,Clockwise,0.7657328885149701,0.0020000000000000018,0.0040000000000000036,5.262395399595107,0.0909090909090909
0.343,0.427,210.96375653207352,1.0,1.0,1.0,1.0,1.0,1.0,Backward & Anti-Clockwise,1.0,-0.010999999999999954,-0.0050000000000000044,-5.906141113770474,1.0
0.336,0.423,206.565051177078,1.0,1.0,1.0,1.0,1.0,1.0,Stop,0.0,-0.007000000000000006,-0.0040000000000000036,-4.3987053549955135,0.5454545454545454
0.317,0.414,200.32313682966296,1.0,1.0,1.0,0.0,1.0,1.0,Backward & Anti-Clockwise,1.0,-0.019000000000000017,-0.009000000000000008,-6.241914347415047,0.6363636363636364
0.312,0.413,193.1340223063963,1.0,1.0,1.0,1.0,1.0,1.0,Anti-Clockwise,0.7965988336536547,-0.0050000000000000044,-0.0010000000000000009,-7.189114523266653,0.1818181818181818
0.305,0.414,187.8533133019782,1.0,0.0,1.0,1.0,1.0,1.0,Anti-Clockwise,0.6747394613594372,-0.007000000000000006,0.0010000000000000009,-5.2807090044180995,0.3636363636363636
0.276,0.41,187.59464336859145,1.0,0.0,0.0,1.0,1.0,1.0,Backward,0.9760435622193807,-0.02899999999999997,-0.0040000000000000036,-0.2586699333867557,0.2727272727272727
0.275,0.412,187.8533133019782,1.0,1.0,0.0,1.0,1.0,1.0,Stop,0.0,-0.0010000000000000009,0.0020000000000000018,0.2586699333867557,0.5454545454545454
0.319,0.408,164.57783868126137,1.0,1.0,0.0,0.0,1.0,1.0,Forward & Anti-Clockwise,1.0,0.043999999999999984,-0.0040000000000000036,-23.275474620716835,0.6363636363636364
0.332,0.401,158.5522636728947,1.0,1.0,0.0,1.0,1.0,1.0,Forward & Anti-Clockwise,1.0,0.013000000000000012,-0.006999999999999951,-6.025575008366673,1.0
0.347,0.395,174.09385888622955,1.0,1.0,0.0,1.0,1.0,1.0,Forward & Clockwise,1.0,0.014999999999999958,-0.006000000000000005,15.541595213334858,0.5454545454545454
0.372,0.394,199.6538240580533,1.0,1.0,0.0,0.0,1.0,1.0,Forward & Clockwise,1.0,0.025000000000000022,-0.0010000000000000009,25.559965171823734,0.9090909090909092
0.375,0.39,207.4075754378184,1.0,1.0,0.0,0.0,1.0,0.0,Clockwise,0.8115923338959384,0.0030000000000000027,-0.0040000000000000036,7.753751379765106,0.2727272727272727
0.371,0.387,205.70995378081125,1.0,1.0,0.0,0.0,1.0,0.0,Stop,0.0,-0.0040000000000000036,-0.0030000000000000027,-1.6976216570071472,0.4545454545454545
0.371,0.386,207.4075754378184,1.0,1.0,1.0,0.0,1.0,0.0,Stop,0.0,0.0,-0.0010000000000000009,1.6976216570071472,0.8181818181818182
0.37,0.386,208.3007557660064,1.0,1.0,1.0,0.0,1.0,0.0,Stop,0.0,-0.0010000000000000009,0.0,0.8931803281880093,0.7272727272727273
0.371,0.385,205.70995378081125,1.0,1.0,1.0,0.0,0.0,0.0,Stop,0.0,0.0010000000000000009,-0.0010000000000000009,-2.5908019851951565,1.0
0.369,0.385,205.70995378081125,0.0,0.0,0.0,0.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.5454545454545454
0.37,0.385,206.565051177078,0.0,0.0,0.0,0.0,1.0,0.0,Stop,0.0,0.0010000000000000009,0.0,0.855097396266757,0.9090909090909092
0.37,0.385,206.565051177078,0.0,0.0,0.0,0.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.5454545454545454
0.369,0.385,205.70995378081125,0.0,0.0,0.0,0.0,1.0,0.0,Stop,0.0,-0.0010000000000000009,0.0,-0.855097396266757,0.6363636363636364
0.368,0.385,206.565051177078,0.0,0.0,0.0,1.0,1.0,0.0,Stop,0.0,-0.0010000000000000009,0.0,0.855097396266757,0.2727272727272727
0.368,0.385,206.565051177078,0.0,1.0,0.0,1.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.9090909090909092
0.362,0.39,227.72631099390625,0.0,1.0,0.0,1.0,1.0,0.0,Clockwise,0.8827140623705452,-0.006000000000000005,0.0050000000000000044,21.16125981682825,1.0
0.359,0.394,234.6887865603668,0.0,1.0,0.0,1.0,1.0,1.0,Clockwise,0.7945785998091995,-0.0030000000000000027,0.0040000000000000036,6.96247556646054,0.8181818181818182
0.359,0.38,229.1849161251184,0.0,1.0,0.0,1.0,1.0,1.0,Left & Anti-Clockwise,1.0,0.0,-0.014000000000000012,-5.503870435248388,0.0
0.335,0.339,233.53076560994813,0.0,1.0,0.0,1.0,1.0,1.0,Left,0.7314226462790491,-0.008999999999999952,-0.01899999999999996,-2.7791668640720957,0.0
0.313,0.291,242.52556837372288,0.0,1.0,0.0,1.0,1.0,0.0,Left,0.6717051027366316,-0.0050000000000000044,-0.015000000000000013,2.782005537252104,0.2727272727272727
0.308,0.273,237.3807569288072,0.0,1.0,0.0,1.0,1.0,0.0,Left & Anti-Clockwise,0.9999999999999999,-0.0050000000000000044,-0.01799999999999996,-5.144811444915689,0.2727272727272727
0.311,0.273,239.03624346792648,0.0,1.0,0.0,1.0,1.0,0.0,Stop,0.0,0.0030000000000000027,0.0,1.6554865391192948,0.4545454545454545
0.314,0.271,226.3971810272964,0.0,1.0,1.0,1.0,1.0,0.0,Anti-Clockwise,0.9068671315638772,0.0030000000000000027,-0.0020000000000000018,-12.639062440630084,0.0
0.314,0.272,227.72631099390625,0.0,1.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0,0.0010000000000000009,1.3291299666098553,0.2727272727272727
0.316,0.271,226.3971810272964,0.0,1.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0020000000000000018,-0.0010000000000000009,-1.3291299666098553,0.1818181818181818
0.316,0.271,226.3971810272964,0.0,0.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.8181818181818182
0.316,0.271,226.3971810272964,0.0,0.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.7272727272727273
0.316,0.272,227.72631099390625,0.0,0.0,1.0,1.0,0.0,0.0,Stop,0.0,0.0,0.0010000000000000009,1.3291299666098553,0.0909090909090909
0.316,0.271,226.3971810272964,1.0,0.0,1.0,1.0,0.0,0.0,Stop,0.0,0.0,-0.0010000000000000009,-1.3291299666098553,0.6363636363636364
0.316,0.271,226.3971810272964,1.0,0.0,1.0,1.0,0.0,0.0,Stop,0.0,0.0,0.0,0.0,0.2727272727272727
0.316,0.271,226.3971810272964,1.0,1.0,1.0,1.0,0.0,0.0,Stop,0.0,0.0,0.0,0.0,0.0909090909090909
0.316,0.271,226.3971810272964,1.0,1.0,1.0,1.0,0.0,0.0,Stop,0.0,0.0,0.0,0.0,0.2727272727272727
0.316,0.271,226.3971810272964,1.0,1.0,1.0,1.0,0.0,0.0,Stop,0.0,0.0,0.0,0.0,0.9090909090909092
0.316,0.271,226.3971810272964,1.0,1.0,1.0,1.0,0.0,0.0,Stop,0.0,0.0,0.0,0.0,0.1818181818181818
0.317,0.271,225.0,1.0,0.0,1.0,1.0,0.0,0.0,Stop,0.0,0.0010000000000000009,0.0,-1.3971810272963978,1.0
0.317,0.27,223.60281897270363,1.0,0.0,1.0,1.0,0.0,1.0,Stop,0.0,0.0,-0.0010000000000000009,-1.3971810272963694,0.0
0.306,0.259,220.8150838748816,0.0,0.0,1.0,1.0,0.0,1.0,Left,0.6676528155223114,-0.01100000000000001,-0.01100000000000001,-2.7877350978220363,0.0
0.307,0.255,219.5596679689945,0.0,0.0,1.0,1.0,0.0,1.0,Stop,0.0,0.0010000000000000009,-0.0040000000000000036,-1.255415905887105,0.3636363636363636
0.317,0.261,225.0,0.0,0.0,0.0,1.0,0.0,1.0,Forward & Clockwise,1.0,0.010000000000000009,0.006000000000000005,5.440332031005511,0.1818181818181818
0.319,0.265,225.0,0.0,0.0,0.0,1.0,0.0,1.0,Stop,0.0,0.0020000000000000018,0.0040000000000000036,0.0,0.0909090909090909
0.306,0.25,222.27368900609372,1.0,0.0,0.0,1.0,0.0,1.0,Left,0.7238369676563432,-0.013000000000000012,-0.015000000000000013,-2.7263109939062815,0.5454545454545454
0.313,0.255,230.4403320310055,1.0,0.0,0.0,0.0,0.0,1.0,Clockwise,0.7250550395744435,0.007000000000000006,0.0050000000000000044,8.166643024911792,0.6363636363636364
0.319,0.26,234.6887865603668,1.0,0.0,0.0,1.0,0.0,1.0,Stop,0.0,0.006000000000000005,0.0050000000000000044,4.2484545293612825,0.1818181818181818
0.325,0.266,234.6887865603668,1.0,0.0,0.0,1.0,0.0,1.0,Stop,0.0,0.006000000000000005,0.006000000000000005,0.0,0.8181818181818182
0.335,0.277,242.52556837372288,1.0,0.0,0.0,1.0,1.0,1.0,Right & Clockwise,1.0,0.010000000000000009,0.01100000000000001,7.836781813356083,0.6363636363636364
0.342,0.294,257.9052429229879,1.0,0.0,0.0,1.0,1.0,1.0,Right & Clockwise,1.0,0.007000000000000006,0.01699999999999996,15.379674549265019,0.6363636363636364
0.346,0.313,266.0548137709624,1.0,0.0,0.0,1.0,1.0,1.0,Right & Clockwise,1.0,0.003999999999999948,0.019000000000000017,8.14957084797453,0.9090909090909092
0.349,0.335,275.9061411137705,1.0,0.0,0.0,1.0,1.0,0.0,Right & Clockwise,1.0,0.0030000000000000027,0.02200000000000002,9.851327342808077,0.8181818181818182
0.348,0.349,290.32313682966293,1.0,0.0,0.0,1.0,1.0,0.0,Right & Clockwise,1.0,-0.0010000000000000009,0.013999999999999957,14.416995715892426,0.8181818181818182
0.357,0.351,271.97493401088195,1.0,0.0,0.0,1.0,1.0,0.0,Anti-Clockwise,0.8468177679825085,0.009000000000000008,0.0020000000000000018,-18.348202818780976,0.2727272727272727
0.36,0.35,254.05460409907715,1.0,1.0,0.0,1.0,1.0,0.0,Anti-Clockwise,0.9402678577840767,0.0030000000000000027,-0.0010000000000000009,-17.9203299118048,1.0
0.367,0.349,239.03624346792648,1.0,1.0,0.0,1.0,1.0,1.0,Anti-Clockwise,0.8550676168720477,0.007000000000000006,-0.0010000000000000009,-15.01836063115067,1.0
0.367,0.347,244.29004621918875,1.0,1.0,0.0,1.0,1.0,1.0,Clockwise,0.8794737573402698,0.0,-0.0020000000000000018,5.2538027512622705,0.0
0.364,0.336,230.71059313749964,0.0,1.0,0.0,1.0,1.0,1.0,Left & Anti-Clockwise,1.0,-0.0030000000000000027,-0.010999999999999954,-13.57945308168911,0.4545454545454545
0.357,0.323,233.53076560994813,0.0,1.0,1.0,1.0,1.0,1.0,Left,0.6533502020899483,-0.007000000000000006,-0.013000000000000012,2.8201724724484905,0.2727272727272727
0.363,0.325,225.0,0.0,1.0,1.0,1.0,1.0,1.0,Anti-Clockwise,0.7893298464680513,0.006000000000000005,0.0020000000000000018,-8.530765609948133,0.8181818181818182
0.385,0.356,229.1849161251184,0.0,1.0,1.0,1.0,1.0,1.0,Right,0.7658087527057266,0.02200000000000002,0.030999999999999972,4.184916125118406,0.4545454545454545
0.407,0.395,256.4295656148385,0.0,1.0,1.0,1.0,1.0,1.0,Right & Clockwise,1.0,0.021999999999999964,0.039000000000000035,27.244649489720103,1.0
0.403,0.418,284.03624346792645,0.0,1.0,1.0,1.0,1.0,1.0,Right & Clockwise,1.0,-0.003999999999999948,0.022999999999999965,27.606677853087945,0.6363636363636364
0.402,0.43,298.3007557660064,0.0,1.0,1.0,1.0,1.0,1.0,Right & Clockwise,1.0,-0.0010000000000000009,0.01200000000000001,14.264512298079921,0.8181818181818182
0.401,0.433,306.46923439005184,0.0,1.0,1.0,1.0,1.0,1.0,Clockwise,0.8776799867682742,-0.0010000000000000009,0.0030000000000000027,8.168478624045463,0.6363636363636364
0.404,0.436,317.7263109939063,0.0,1.0,1.0,1.0,1.0,1.0,Clockwise,0.8805303814281157,0.0030000000000000027,0.0030000000000000027,11.257076603854443,0.3636363636363636
0.407,0.435,323.53076560994816,0.0,1.0,0.0,1.0,1.0,1.0,Clockwise,0.8360304589150162,0.002999999999999947,-0.0010000000000000009,5.80445461604188,0.0
0.412,0.431,324.6887865603668,0.0,1.0,0.0,1.0,1.0,1.0,Stop,0.0,0.0050000000000000044,-0.0040000000000000036,1.1580209504186314,0.6363636363636364
0.404,0.43,317.7263109939063,0.0,1.0,0.0,1.0,1.0,1.0,Anti-Clockwise,0.7057835137417556,-0.007999999999999952,-0.0010000000000000009,-6.962475566460512,0.5454545454545454
0.401,0.43,316.3971810272964,0.0,1.0,0.0,0.0,1.0,1.0,Stop,0.0,-0.0030000000000000027,0.0,-1.3291299666098553,1.0
0.407,0.421,320.4403320310055,0.0,1.0,0.0,0.0,1.0,1.0,Left,0.4906039514049372,0.00599999999999995,-0.009000000000000008,4.043151003709056,0.4545454545454545
0.417,0.413,323.53076560994816,0.0,1.0,1.0,0.0,1.0,1.0,Forward,0.5986805888587411,0.010000000000000009,-0.008000000000000007,3.0904335789426796,0.4545454545454545
0.418,0.413,324.6887865603668,0.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,0.0010000000000000009,0.0,1.1580209504186314,0.7272727272727273
0.409,0.421,337.83365417791754,0.0,1.0,1.0,0.0,0.0,1.0,Backward & Clockwise,1.0,-0.009000000000000008,0.008000000000000007,13.144867617550744,0.6363636363636364
0.406,0.423,342.1811110854772,0.0,1.0,1.0,1.0,0.0,1.0,Stop,0.0,-0.002999999999999947,0.0020000000000000018,4.3474569075596605,0.7272727272727273
0.418,0.418,344.05460409907715,0.0,1.0,1.0,1.0,0.0,1.0,Forward,0.7141229860607092,0.011999999999999955,-0.0050000000000000044,1.8734930135999548,0.8181818181818182
0.443,0.411,346.4295656148385,0.0,1.0,1.0,1.0,1.0,1.0,Forward,0.7973773381959464,0.025000000000000022,-0.007000000000000006,2.374961515761356,0.8181818181818182
0.456,0.408,347.9052429229879,0.0,1.0,1.0,1.0,1.0,1.0,Forward,0.7649699999015629,0.013000000000000012,-0.0030000000000000027,1.4756773081493861,0.1818181818181818
0.47,0.406,347.9052429229879,0.0,0.0,1.0,1.0,1.0,1.0,Forward,1.0,0.013999999999999957,-0.0019999999999999463,0.0,0.2727272727272727
0.484,0.402,351.86989764584405,0.0,1.0,1.0,1.0,1.0,1.0,Forward,0.5693557511157193,0.014000000000000012,-0.0040000000000000036,3.964654722856153,0.5454545454545454
0.5,0.402,347.9052429229879,0.0,1.0,1.0,0.0,1.0,1.0,Forward,0.5923089471199526,0.016000000000000014,0.0,-3.964654722856153,1.0
0.509,0.4,352.14668669802177,0.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,0.009000000000000008,-0.0020000000000000018,4.241443775033872,0.7272727272727273
0.508,0.402,355.9143832200251,0.0,1.0,1.0,0.0,0.0,1.0,Stop,0.0,-0.0010000000000000009,0.0020000000000000018,3.767696522003348,0.5454545454545454
0.511,0.403,358.02506598911805,0.0,1.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0030000000000000027,0.0010000000000000009,2.110682769092932,0.3636363636363636
0.51,0.403,357.9545915111128,0.0,1.0,0.0,0.0,0.0,1.0,Stop,0.0,-0.0010000000000000009,0.0,-0.07047447800522377,0.0
0.511,0.403,358.02506598911805,0.0,1.0,0.0,0.0,0.0,1.0,Stop,0.0,0.0010000000000000009,0.0,0.07047447800522377,0.8181818181818182
0.511,0.403,358.02506598911805,0.0,1.0,0.0,0.0,1.0,1.0,Stop,0.0,0.0,0.0,0.0,0.4545454545454545
0.511,0.403,358.02506598911805,0.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,0.0,0.0,0.0,0.0909090909090909
0.511,0.402,356.0548137709624,1.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,0.0,-0.0010000000000000009,-1.970252218155622,0.5454545454545454
0.511,0.404,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,0.0,0.0020000000000000018,3.9451862290375743,0.0909090909090909
0.512,0.405,357.9545915111128,1.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,0.0010000000000000009,0.0010000000000000009,-2.045408488887233,1.0
0.513,0.405,1.9749340108819524,1.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,0.0010000000000000009,0.0,4.020342499769129,0.7272727272727273
0.516,0.408,4.085616779974885,1.0,1.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0030000000000000027,0.002999999999999947,2.110682769092932,0.5454545454545454
0.518,0.408,4.085616779974885,1.0,1.0,1.0,0.0,0.0,1.0,Stop,0.0,0.0020000000000000018,0.0,0.0,0.8181818181818182
0.517,0.408,3.9451862290375743,1.0,1.0,1.0,0.0,1.0,1.0,Stop,0.0,-0.0010000000000000009,0.0,-0.14043055093731027,0.6363636363636364
0.519,0.408,3.9451862290375743,1.0,1.0,1.0,1.0,1.0,1.0,Stop,0.0,0.0020000000000000018,0.0,0.0,0.1818181818181818
0.51,0.411,6.115503566285383,1.0,0.0,1.0,1.0,1.0,1.0,Stop,0.0,-0.009000000000000008,0.0030000000000000027,2.170317337247809,1.0
0.481,0.399,18.434948822922024,1.0,0.0,1.0,1.0,1.0,1.0,Backward & Clockwise,1.0,-0.029000000000000026,-0.011999999999999955,12.31944525663664,0.0
0.45,0.385,10.124671655397831,0.0,0.0,1.0,1.0,1.0,0.0,Clockwise,0.7890473206055802,0.006000000000000005,0.0,8.0792631665106,0.8181818181818182
0.466,0.39,4.085616779974885,0.0,0.0,1.0,1.0,1.0,0.0,Forward & Anti-Clockwise,1.0,0.016000000000000014,0.0050000000000000044,-6.0390548754229485,0.3636363636363636
0.465,0.39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Stop,0.0,-0.0010000000000000009,0.0,-4.085616779974885,0.0
0.465,0.39,356.0548137709624,0.0,0.0,0.0,1.0,1.0,0.0,Stop,0.0,0.0,0.0,-3.9451862290375175,0.2727272727272727
0.465,0.392,356.0548137709624,0.0,1.0,0.0,1.0,1.0,0.0,Stop,0.0,0.0,0.0020000000000000018,0.0,0.4545454545454545
0.464,0.393,353.8844964337146,0.0,1.0,1.0,1.0,1.0,0.0,Stop,0.0,-0.0010000000000000009,0.0010000000000000009,-2.170317337247809,0.9090909090909092
0.464,0.393,353.8844964337146,0.0,1.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0,0.0,0.0,0.0
0.464,0.392,355.9143832200251,0.0,1.0,1.0,1.0,1.0,0.0,Stop,0.0,0.0,-0.0010000000000000009,2.029886786310499,0.3636363636363636
